id,translation
130,"{'input': '<QUESTION> Return the lowest <COLUMN> version </COLUMN> number , along with its corresponding <TABLE> template </TABLE> type code .  </QUESTION> <SCHEMA> The database name is ""cre Doc Template Mgt"". This database has a table whose name is ""Templates"". The column names of this table are ""template id"" which is of type number, ""version number"" which is of type number, ""template type code"" which is of type text, ""date effective from"" which is of type time, ""date effective to"" which is of type time, ""template details"" which is of type text. The mandatory column of this table is ""template id"". The table ""templates"" has a reference in the table ""reference template types"" which are linked by the column ""template type code"". The table ""documents"" has a reference in the table ""templates"" which are linked by the column ""template id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> min </AGGREGATE> <COLUMN> Version_Number </COLUMN>  <COLUMN> template_type_code </COLUMN>  FROM  <TABLE> Templates </TABLE>  </QUERY>'}"
131,"{'input': '<QUESTION> Show all <TABLE> template </TABLE> type codes and descriptions .  </QUESTION> <SCHEMA> The database name is ""cre Doc Template Mgt"". This database has a table whose name is ""Ref_Template_Types"". The column names of this table are ""template type code"" which is of type text, ""template type description"" which is of type text. The mandatory column of this table is ""template type code"". The table ""templates"" has a reference in the table ""reference template types"" which are linked by the column ""template type code"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> template_type_code </COLUMN>  <COLUMN> template_type_description </COLUMN>  FROM  <TABLE> Ref_template_types </TABLE>  </QUERY>'}"
132,"{'input': '<QUESTION> What are the type codes and descriptions for all <TABLE> template </TABLE> types ?  </QUESTION> <SCHEMA> The database name is ""cre Doc Template Mgt"". This database has a table whose name is ""Ref_Template_Types"". The column names of this table are ""template type code"" which is of type text, ""template type description"" which is of type text. The mandatory column of this table is ""template type code"". The table ""templates"" has a reference in the table ""reference template types"" which are linked by the column ""template type code"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> template_type_code </COLUMN>  <COLUMN> template_type_description </COLUMN>  FROM  <TABLE> Ref_template_types </TABLE>  </QUERY>'}"
133,"{'input': '<QUESTION> What is the <TABLE> template </TABLE> type descriptions for <TABLE> template </TABLE> type code ` ` AD \'\' .  </QUESTION> <SCHEMA> The database name is ""cre Doc Template Mgt"". This database has a table whose name is ""Ref_Template_Types"". The column names of this table are ""template type code"" which is of type text, ""template type description"" which is of type text. The mandatory column of this table is ""template type code"". The table ""templates"" has a reference in the table ""reference template types"" which are linked by the column ""template type code"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> template_type_description </COLUMN>  FROM  <TABLE> Ref_template_types </TABLE> WHERE <COLUMN> template_type_code </COLUMN> equals <VALUE> ""AD"" </VALUE> </QUERY>'}"
134,"{'input': '<QUESTION> Return the <TABLE> template </TABLE> type <COLUMN> description </COLUMN> of the <TABLE> template </TABLE> type with the code AD .  </QUESTION> <SCHEMA> The database name is ""cre Doc Template Mgt"". This database has a table whose name is ""Ref_Template_Types"". The column names of this table are ""template type code"" which is of type text, ""template type description"" which is of type text. The mandatory column of this table is ""template type code"". The table ""templates"" has a reference in the table ""reference template types"" which are linked by the column ""template type code"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> template_type_description </COLUMN>  FROM  <TABLE> Ref_template_types </TABLE> WHERE <COLUMN> template_type_code </COLUMN> equals <VALUE> ""AD"" </VALUE> </QUERY>'}"
135,"{'input': '<QUESTION> What is the <TABLE> template </TABLE> type code for <TABLE> template </TABLE> type <COLUMN> description </COLUMN> ` ` Book \'\' .  </QUESTION> <SCHEMA> The database name is ""cre Doc Template Mgt"". This database has a table whose name is ""Ref_Template_Types"". The column names of this table are ""template type code"" which is of type text, ""template type description"" which is of type text. The mandatory column of this table is ""template type code"". The table ""templates"" has a reference in the table ""reference template types"" which are linked by the column ""template type code"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> template_type_code </COLUMN>  FROM  <TABLE> Ref_template_types </TABLE> WHERE <COLUMN> template_type_description </COLUMN> equals <VALUE> ""Book"" </VALUE> </QUERY>'}"
136,"{'input': '<QUESTION> Return the type code of the <TABLE> template </TABLE> type with the <COLUMN> description </COLUMN> ` ` Book \'\' .  </QUESTION> <SCHEMA> The database name is ""cre Doc Template Mgt"". This database has a table whose name is ""Ref_Template_Types"". The column names of this table are ""template type code"" which is of type text, ""template type description"" which is of type text. The mandatory column of this table is ""template type code"". The table ""templates"" has a reference in the table ""reference template types"" which are linked by the column ""template type code"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> template_type_code </COLUMN>  FROM  <TABLE> Ref_template_types </TABLE> WHERE <COLUMN> template_type_description </COLUMN> equals <VALUE> ""Book"" </VALUE> </QUERY>'}"
137,"{'input': '<QUESTION> How many <TABLE> paragraphs </TABLE> in total ?  </QUESTION> <SCHEMA> The database name is ""cre Doc Template Mgt"". This database has a table whose name is ""Paragraphs"". The column names of this table are ""paragraph id"" which is of type number, ""document id"" which is of type number, ""paragraph text"" which is of type text, ""other details"" which is of type text. The mandatory column of this table is ""paragraph id"". The table ""paragraphs"" has a reference in the table ""documents"" which are linked by the column ""document id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> paragraph id </PRIMARY KEY>  FROM  <TABLE> Paragraphs </TABLE>  </QUERY>'}"
138,"{'input': '<QUESTION> Count the number of <TABLE> paragraphs </TABLE> .  </QUESTION> <SCHEMA> The database name is ""cre Doc Template Mgt"". This database has a table whose name is ""Paragraphs"". The column names of this table are ""paragraph id"" which is of type number, ""document id"" which is of type number, ""paragraph text"" which is of type text, ""other details"" which is of type text. The mandatory column of this table is ""paragraph id"". The table ""paragraphs"" has a reference in the table ""documents"" which are linked by the column ""document id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> paragraph id </PRIMARY KEY>  FROM  <TABLE> Paragraphs </TABLE>  </QUERY>'}"
139,"{'input': '<QUESTION> How many <TABLE> teachers </TABLE> are there ?  </QUESTION> <SCHEMA> The database name is ""course teach"". This database has a table whose name is ""teacher"". The column names of this table are ""teacher id"" which is of type number, ""name"" which is of type text, ""age"" which is of type text, ""hometown"" which is of type text. The mandatory column of this table is ""teacher id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> teacher id </PRIMARY KEY>  FROM  <TABLE> teacher </TABLE>  </QUERY>'}"
140,"{'input': '<QUESTION> What is the total count of <TABLE> teachers </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""course teach"". This database has a table whose name is ""teacher"". The column names of this table are ""teacher id"" which is of type number, ""name"" which is of type text, ""age"" which is of type text, ""hometown"" which is of type text. The mandatory column of this table is ""teacher id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> teacher id </PRIMARY KEY>  FROM  <TABLE> teacher </TABLE>  </QUERY>'}"
141,"{'input': '<QUESTION> List the <COLUMN> names </COLUMN> of <TABLE> teachers </TABLE> in ascending order of <COLUMN> age </COLUMN> .  </QUESTION> <SCHEMA> The database name is ""course teach"". This database has a table whose name is ""teacher"". The column names of this table are ""teacher id"" which is of type number, ""name"" which is of type text, ""age"" which is of type text, ""hometown"" which is of type text. The mandatory column of this table is ""teacher id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Name </COLUMN>  FROM  <TABLE> teacher </TABLE> ORDER BY <COLUMN> Age </COLUMN> ASCENDING </QUERY>'}"
142,"{'input': '<QUESTION> What are the <COLUMN> names </COLUMN> of the <TABLE> teachers </TABLE> ordered by ascending <COLUMN> age </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""course teach"". This database has a table whose name is ""teacher"". The column names of this table are ""teacher id"" which is of type number, ""name"" which is of type text, ""age"" which is of type text, ""hometown"" which is of type text. The mandatory column of this table is ""teacher id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Name </COLUMN>  FROM  <TABLE> teacher </TABLE> ORDER BY <COLUMN> Age </COLUMN> ASCENDING </QUERY>'}"
143,"{'input': '<QUESTION> What are the <COLUMN> age </COLUMN> and <COLUMN> hometown </COLUMN> of <TABLE> teachers </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""course teach"". This database has a table whose name is ""teacher"". The column names of this table are ""teacher id"" which is of type number, ""name"" which is of type text, ""age"" which is of type text, ""hometown"" which is of type text. The mandatory column of this table is ""teacher id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Age </COLUMN>  <COLUMN> Hometown </COLUMN>  FROM  <TABLE> teacher </TABLE>  </QUERY>'}"
144,"{'input': '<QUESTION> What is the <COLUMN> age </COLUMN> and <COLUMN> hometown </COLUMN> of every <TABLE> teacher </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""course teach"". This database has a table whose name is ""teacher"". The column names of this table are ""teacher id"" which is of type number, ""name"" which is of type text, ""age"" which is of type text, ""hometown"" which is of type text. The mandatory column of this table is ""teacher id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Age </COLUMN>  <COLUMN> Hometown </COLUMN>  FROM  <TABLE> teacher </TABLE>  </QUERY>'}"
145,"{'input': ""<QUESTION> List the name of teachers whose hometown is not ` ` Little Lever Urban District '' .  </QUESTION> <SCHEMA>  </SCHEMA>"", 'output': '<QUERY> SELECT SELECT <COLUMN> name </COLUMN>  FROM  <TABLE> teacher </TABLE>  </QUERY>'}"
146,"{'input': ""<QUESTION> What are the names of the teachers whose hometown is not ` ` Little Lever Urban District '' ?  </QUESTION> <SCHEMA>  </SCHEMA>"", 'output': '<QUERY> SELECT SELECT <COLUMN> name </COLUMN>  FROM  <TABLE> teacher </TABLE>  </QUERY>'}"
147,"{'input': '<QUESTION> Show different <COLUMN> hometown </COLUMN> of <TABLE> teachers </TABLE> and the number of <TABLE> teachers </TABLE> from each <COLUMN> hometown </COLUMN> .  </QUESTION> <SCHEMA> The database name is ""course teach"". This database has a table whose name is ""teacher"". The column names of this table are ""teacher id"" which is of type number, ""name"" which is of type text, ""age"" which is of type text, ""hometown"" which is of type text. The mandatory column of this table is ""teacher id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Hometown </COLUMN>  <PRIMARY KEY> teacher id </PRIMARY KEY>  FROM  <TABLE> teacher </TABLE> GROUP BY <COLUMN>  Hometown </COLUMN> </QUERY>'}"
148,"{'input': '<QUESTION> For each <COLUMN> hometown </COLUMN> , how many <TABLE> teachers </TABLE> are there ?  </QUESTION> <SCHEMA> The database name is ""course teach"". This database has a table whose name is ""teacher"". The column names of this table are ""teacher id"" which is of type number, ""name"" which is of type text, ""age"" which is of type text, ""hometown"" which is of type text. The mandatory column of this table is ""teacher id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Hometown </COLUMN>  <PRIMARY KEY> teacher id </PRIMARY KEY>  FROM  <TABLE> teacher </TABLE> GROUP BY <COLUMN>  Hometown </COLUMN> </QUERY>'}"
149,"{'input': '<QUESTION> List the <COLUMN> names </COLUMN> of <TABLE> teachers </TABLE> who have not been <TABLE> arranged </TABLE> to <TABLE> teach </TABLE> <COLUMN> courses </COLUMN> .  </QUESTION> <SCHEMA> The database name is ""course teach"". This database has a table whose name is ""teacher"". The column names of this table are ""teacher id"" which is of type number, ""name"" which is of type text, ""age"" which is of type text, ""hometown"" which is of type text. The mandatory column of this table is ""teacher id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"".The database name is ""course teach"". This database has a table whose name is ""course_arrange"". The column names of this table are ""course id"" which is of type number, ""teacher id"" which is of type number, ""grade"" which is of type number. The mandatory column of this table is ""course id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"". The table ""course arrange"" has a reference in the table ""course"" which are linked by the column ""course id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Name </COLUMN>  FROM  <TABLE> teacher </TABLE> WHERE <COLUMN> Teacher_id </COLUMN> NOT IN <QUERY> SELECT  <COLUMN> Teacher_id </COLUMN>  FROM  <TABLE> course_arrange </TABLE>  </QUERY> </QUERY>'}"
150,"{'input': '<QUESTION> What are the <COLUMN> names </COLUMN> of the <TABLE> teachers </TABLE> whose <COLUMN> courses </COLUMN> have not been <TABLE> arranged </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""course teach"". This database has a table whose name is ""teacher"". The column names of this table are ""teacher id"" which is of type number, ""name"" which is of type text, ""age"" which is of type text, ""hometown"" which is of type text. The mandatory column of this table is ""teacher id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"".The database name is ""course teach"". This database has a table whose name is ""course_arrange"". The column names of this table are ""course id"" which is of type number, ""teacher id"" which is of type number, ""grade"" which is of type number. The mandatory column of this table is ""course id"". The table ""course arrange"" has a reference in the table ""teacher"" which are linked by the column ""teacher id"". The table ""course arrange"" has a reference in the table ""course"" which are linked by the column ""course id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Name </COLUMN>  FROM  <TABLE> teacher </TABLE> WHERE <COLUMN> Teacher_id </COLUMN> NOT IN <QUERY> SELECT  <COLUMN> Teacher_id </COLUMN>  FROM  <TABLE> course_arrange </TABLE>  </QUERY> </QUERY>'}"
151,"{'input': '<QUESTION> How many <TABLE> visitors </TABLE> below <COLUMN> age </COLUMN> <VALUE> 30 </VALUE> are there ?  </QUESTION> <SCHEMA> The database name is ""museum visit"". This database has a table whose name is ""visitor"". The column names of this table are ""customer id"" which is of type number, ""name"" which is of type text, ""level of membership"" which is of type number, ""age"" which is of type number. The mandatory column of this table is ""customer id"". The table ""visit"" has a reference in the table ""customer"" which are linked by the column ""customer id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> customer id </PRIMARY KEY>  FROM  <TABLE> visitor </TABLE> WHERE <COLUMN> age </COLUMN> less than <VALUE> 30 </VALUE> </QUERY>'}"
152,"{'input': '<QUESTION> What is the average <COLUMN> age </COLUMN> of the <TABLE> visitors </TABLE> whose <COLUMN> membership </COLUMN> level is not higher than <VALUE> 4 </VALUE> ?  </QUESTION> <SCHEMA> The database name is ""museum visit"". This database has a table whose name is ""visitor"". The column names of this table are ""customer id"" which is of type number, ""name"" which is of type text, ""level of membership"" which is of type number, ""age"" which is of type number. The mandatory column of this table is ""customer id"". The table ""visit"" has a reference in the table ""customer"" which are linked by the column ""customer id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> avg </AGGREGATE> <COLUMN> age </COLUMN>  FROM  <TABLE> visitor </TABLE> WHERE <COLUMN> Level_of_membership </COLUMN> less than or equals <VALUE> 4 </VALUE> </QUERY>'}"
153,"{'input': '<QUESTION> Find the average number of staff working for the <TABLE> museums </TABLE> that were <COLUMN> open </COLUMN> before <VALUE> 2009 </VALUE> .  </QUESTION> <SCHEMA> The database name is ""museum visit"". This database has a table whose name is ""museum"". The column names of this table are ""museum id"" which is of type number, ""name"" which is of type text, ""num of staff"" which is of type number, ""open year"" which is of type text. The mandatory column of this table is ""museum id"". The table ""visit"" has a reference in the table ""museum"" which are linked by the column ""museum id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> avg </AGGREGATE> <COLUMN> num_of_staff </COLUMN>  FROM  <TABLE> museum </TABLE> WHERE <COLUMN> open_year </COLUMN> less than <VALUE> 2009 </VALUE> </QUERY>'}"
154,"{'input': '<QUESTION> What are the opening <COLUMN> year </COLUMN> and staff number of the <TABLE> museum </TABLE> <COLUMN> named </COLUMN> Plaza <TABLE> Museum </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""museum visit"". This database has a table whose name is ""museum"". The column names of this table are ""museum id"" which is of type number, ""name"" which is of type text, ""num of staff"" which is of type number, ""open year"" which is of type text. The mandatory column of this table is ""museum id"". The table ""visit"" has a reference in the table ""museum"" which are linked by the column ""museum id"". </SCHEMA>', 'output': ""<QUERY> SELECT  <COLUMN> Num_of_Staff </COLUMN>  <COLUMN> Open_Year </COLUMN>  FROM  <TABLE> museum </TABLE> WHERE <COLUMN> name </COLUMN> equals <VALUE> 'Plaza Museum' </VALUE> </QUERY>""}"
155,"{'input': '<QUESTION> What is the name of the <TABLE> museum </TABLE> that had no <TABLE> visitor </TABLE> yet ?  </QUESTION> <SCHEMA> The database name is ""museum visit"". This database has a table whose name is ""museum"". The column names of this table are ""museum id"" which is of type number, ""name"" which is of type text, ""num of staff"" which is of type number, ""open year"" which is of type text. The mandatory column of this table is ""museum id"". The table ""visit"" has a reference in the table ""museum"" which are linked by the column ""museum id"".The database name is ""museum visit"". This database has a table whose name is ""visit"". The column names of this table are ""museum id"" which is of type number, ""customer id"" which is of type text, ""num of ticket"" which is of type number, ""total spent"" which is of type number. The mandatory column of this table is ""museum id"". The table ""visit"" has a reference in the table ""customer"" which are linked by the column ""customer id"". The table ""visit"" has a reference in the table ""museum"" which are linked by the column ""museum id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> name </COLUMN>  FROM  <TABLE> museum </TABLE> WHERE <COLUMN> Museum_ID </COLUMN> NOT IN <QUERY> SELECT  <COLUMN> museum_id </COLUMN>  FROM  <TABLE> visit </TABLE>  </QUERY> </QUERY>'}"
156,"{'input': '<QUESTION> Find the total number of <TABLE> players </TABLE> .  </QUESTION> <SCHEMA> The database name is ""wta 1"". This database has a table whose name is ""players"". The column names of this table are ""player id"" which is of type number, ""first name"" which is of type text, ""last name"" which is of type text, ""hand"" which is of type text, ""birth date"" which is of type time, ""country code"" which is of type text. The mandatory column of this table is ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""winner id"" and ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""loser id"" and ""player id"". The table ""rankings"" has a reference in the table ""players"" which are linked by the column ""player id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> player id </PRIMARY KEY>  FROM  <TABLE> players </TABLE>  </QUERY>'}"
157,"{'input': '<QUESTION> How many <TABLE> players </TABLE> are there ?  </QUESTION> <SCHEMA> The database name is ""wta 1"". This database has a table whose name is ""players"". The column names of this table are ""player id"" which is of type number, ""first name"" which is of type text, ""last name"" which is of type text, ""hand"" which is of type text, ""birth date"" which is of type time, ""country code"" which is of type text. The mandatory column of this table is ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""winner id"" and ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""loser id"" and ""player id"". The table ""rankings"" has a reference in the table ""players"" which are linked by the column ""player id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> player id </PRIMARY KEY>  FROM  <TABLE> players </TABLE>  </QUERY>'}"
158,"{'input': '<QUESTION> Find the total number of <TABLE> matches </TABLE> .  </QUESTION> <SCHEMA> The database name is ""wta 1"". This database has a table whose name is ""matches"". The column names of this table are ""best of"" which is of type number, ""draw size"" which is of type number, ""loser age"" which is of type number, ""loser entry"" which is of type text, ""loser hand"" which is of type text, ""loser ht"" which is of type number, ""loser id"" which is of type number, ""loser ioc"" which is of type text, ""loser name"" which is of type text, ""loser rank"" which is of type number, ""loser rank points"" which is of type number, ""loser seed"" which is of type number, ""match num"" which is of type number, ""minutes"" which is of type number, ""round"" which is of type text, ""score"" which is of type text, ""surface"" which is of type text, ""tourney date"" which is of type time, ""tourney id"" which is of type text, ""tourney level"" which is of type text, ""tourney name"" which is of type text, ""winner age"" which is of type number, ""winner entry"" which is of type text, ""winner hand"" which is of type text, ""winner ht"" which is of type number, ""winner id"" which is of type number, ""winner ioc"" which is of type text, ""winner name"" which is of type text, ""winner rank"" which is of type number, ""winner rank points"" which is of type number, ""winner seed"" which is of type number, ""year"" which is of type number. The mandatory column of this table is  The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""winner id"" and ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""loser id"" and ""player id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> matches </TABLE>  </QUERY>'}"
159,"{'input': '<QUESTION> Count the number of <TABLE> matches </TABLE> .  </QUESTION> <SCHEMA> The database name is ""wta 1"". This database has a table whose name is ""matches"". The column names of this table are ""best of"" which is of type number, ""draw size"" which is of type number, ""loser age"" which is of type number, ""loser entry"" which is of type text, ""loser hand"" which is of type text, ""loser ht"" which is of type number, ""loser id"" which is of type number, ""loser ioc"" which is of type text, ""loser name"" which is of type text, ""loser rank"" which is of type number, ""loser rank points"" which is of type number, ""loser seed"" which is of type number, ""match num"" which is of type number, ""minutes"" which is of type number, ""round"" which is of type text, ""score"" which is of type text, ""surface"" which is of type text, ""tourney date"" which is of type time, ""tourney id"" which is of type text, ""tourney level"" which is of type text, ""tourney name"" which is of type text, ""winner age"" which is of type number, ""winner entry"" which is of type text, ""winner hand"" which is of type text, ""winner ht"" which is of type number, ""winner id"" which is of type number, ""winner ioc"" which is of type text, ""winner name"" which is of type text, ""winner rank"" which is of type number, ""winner rank points"" which is of type number, ""winner seed"" which is of type number, ""year"" which is of type number. The mandatory column of this table is  The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""winner id"" and ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""loser id"" and ""player id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> matches </TABLE>  </QUERY>'}"
160,"{'input': '<QUESTION> List the first name and <COLUMN> birth </COLUMN> date of all <TABLE> players </TABLE> from the <COLUMN> country </COLUMN> with code USA .  </QUESTION> <SCHEMA> The database name is ""wta 1"". This database has a table whose name is ""players"". The column names of this table are ""player id"" which is of type number, ""first name"" which is of type text, ""last name"" which is of type text, ""hand"" which is of type text, ""birth date"" which is of type time, ""country code"" which is of type text. The mandatory column of this table is ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""winner id"" and ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""loser id"" and ""player id"". The table ""rankings"" has a reference in the table ""players"" which are linked by the column ""player id"". </SCHEMA>', 'output': ""<QUERY> SELECT  <COLUMN> first_name </COLUMN>  <COLUMN> birth_date </COLUMN>  FROM  <TABLE> players </TABLE> WHERE <COLUMN> country_code </COLUMN> equals <VALUE> 'USA' </VALUE> </QUERY>""}"
161,"{'input': '<QUESTION> What are the first names and <COLUMN> birth </COLUMN> dates of <TABLE> players </TABLE> from the USA ?  </QUESTION> <SCHEMA> The database name is ""wta 1"". This database has a table whose name is ""players"". The column names of this table are ""player id"" which is of type number, ""first name"" which is of type text, ""last name"" which is of type text, ""hand"" which is of type text, ""birth date"" which is of type time, ""country code"" which is of type text. The mandatory column of this table is ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""winner id"" and ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""loser id"" and ""player id"". The table ""rankings"" has a reference in the table ""players"" which are linked by the column ""player id"". </SCHEMA>', 'output': ""<QUERY> SELECT  <COLUMN> first_name </COLUMN>  <COLUMN> birth_date </COLUMN>  FROM  <TABLE> players </TABLE> WHERE <COLUMN> country_code </COLUMN> equals <VALUE> 'USA' </VALUE> </QUERY>""}"
162,"{'input': '<QUESTION> Find the <COLUMN> average </COLUMN> age of <COLUMN> losers </COLUMN> and <COLUMN> winners </COLUMN> of all <TABLE> matches </TABLE> .  </QUESTION> <SCHEMA> The database name is ""wta 1"". This database has a table whose name is ""matches"". The column names of this table are ""best of"" which is of type number, ""draw size"" which is of type number, ""loser age"" which is of type number, ""loser entry"" which is of type text, ""loser hand"" which is of type text, ""loser ht"" which is of type number, ""loser id"" which is of type number, ""loser ioc"" which is of type text, ""loser name"" which is of type text, ""loser rank"" which is of type number, ""loser rank points"" which is of type number, ""loser seed"" which is of type number, ""match num"" which is of type number, ""minutes"" which is of type number, ""round"" which is of type text, ""score"" which is of type text, ""surface"" which is of type text, ""tourney date"" which is of type time, ""tourney id"" which is of type text, ""tourney level"" which is of type text, ""tourney name"" which is of type text, ""winner age"" which is of type number, ""winner entry"" which is of type text, ""winner hand"" which is of type text, ""winner ht"" which is of type number, ""winner id"" which is of type number, ""winner ioc"" which is of type text, ""winner name"" which is of type text, ""winner rank"" which is of type number, ""winner rank points"" which is of type number, ""winner seed"" which is of type number, ""year"" which is of type number. The mandatory column of this table is  The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""winner id"" and ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""loser id"" and ""player id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> avg </AGGREGATE> <COLUMN> loser_age </COLUMN> <AGGREGATE> avg </AGGREGATE> <COLUMN> winner_age </COLUMN>  FROM  <TABLE> matches </TABLE>  </QUERY>'}"
163,"{'input': '<QUESTION> What are the <COLUMN> average </COLUMN> ages of <COLUMN> losers </COLUMN> and <COLUMN> winners </COLUMN> across <TABLE> matches </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""wta 1"". This database has a table whose name is ""matches"". The column names of this table are ""best of"" which is of type number, ""draw size"" which is of type number, ""loser age"" which is of type number, ""loser entry"" which is of type text, ""loser hand"" which is of type text, ""loser ht"" which is of type number, ""loser id"" which is of type number, ""loser ioc"" which is of type text, ""loser name"" which is of type text, ""loser rank"" which is of type number, ""loser rank points"" which is of type number, ""loser seed"" which is of type number, ""match num"" which is of type number, ""minutes"" which is of type number, ""round"" which is of type text, ""score"" which is of type text, ""surface"" which is of type text, ""tourney date"" which is of type time, ""tourney id"" which is of type text, ""tourney level"" which is of type text, ""tourney name"" which is of type text, ""winner age"" which is of type number, ""winner entry"" which is of type text, ""winner hand"" which is of type text, ""winner ht"" which is of type number, ""winner id"" which is of type number, ""winner ioc"" which is of type text, ""winner name"" which is of type text, ""winner rank"" which is of type number, ""winner rank points"" which is of type number, ""winner seed"" which is of type number, ""year"" which is of type number. The mandatory column of this table is  The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""winner id"" and ""player id"". The table ""matches"" has a reference in the table ""players"" which are linked by the columns ""loser id"" and ""player id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> avg </AGGREGATE> <COLUMN> loser_age </COLUMN> <AGGREGATE> avg </AGGREGATE> <COLUMN> winner_age </COLUMN>  FROM  <TABLE> matches </TABLE>  </QUERY>'}"
